Mouse ID,Date,Weight,Baited Arms Retrieved,Reference Memory Errors,Working Memory Errors,Other Notes,Start Time,End Time,Video Length,File,FPS,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),Distance,Center,ArmA,ArmB,ArmC,ArmD,ArmE,ArmF,ArmG,ArmH
173,2/16/2020,18,4,4,0,CEGB,,,,,,,,,,,,,,,,,,,,,,
261,2/16/2020,21,4,1,3,BHDF,,,,,,,,,,,,,,,,,,,,,,
232,2/16/2020,21,4,8,6,DHFB,,,,,,,,,,,,,,,,,,,,,,
178,2/16/2020,27,4,12,19,ACDF,,,,,,,,,,,,,,,,,,,,,,
172,2/16/2020,20,4,2,1,CGEB,,,,,,,,,,,,,,,,,,,,,,
224,2/16/2020,21,4,4,0,GFBA,,,,,,,,,,,,,,,,,,,,,,
260,2/16/2020,22,4,3,2,BFHD,,,,,,,,,,,,,,,,,,,,,,
259,2/16/2020,21,4,1,2,FGAB,,,,,,,,,,,,,,,,,,,,,,
264,2/16/2020,26,4,5,2,ABFG,,,,,,,,,,,,,,,,,,,,,,
184,2/16/2020,18,4,8,8,FHDB,,,,,,,,,,,,,,,,,,,,,,
233,2/16/2020,22,4,14,18,ABFG,,,,,,,,,,,,,,,,,,,,,,
175,2/16/2020,21,4,7,5,EGCB,,,,,,,,,,,,,,,,,,,,,,
254,2/16/2020,21,4,3,0,DFHB,,,,,,,,,,,,,,,,,,,,,,
225,2/16/2020,20,4,4,0,ABFG,,,,,,,,,,,,,,,,,,,,,,
231,2/16/2020,19,4,5,5,CGBE,,,,,,,,,,,,,,,,,,,,,,
170,2/16/2020,23,4,7,6,BAGF,,,,,,,,,,,,,,,,,,,,,,
181,2/16/2020,22,4,4,2,BDHF,,,,,,,,,,,,,,,,,,,,,,
236,2/16/2020,18,4,1,0,FHDB,,,,,,,,,,,,,,,,,,,,,,
171,2/16/2020,21,4,6,5,GAFB,,,,,,,,,,,,,,,,,,,,,,
177,2/16/2020,26,4,5,2,FCAD,,,,,,,,,,,,,,,,,,,,,,
196,2/22/2020,19,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
282,2/22/2020,19,4,5,2,DAFC,,,,,,,,,,,,,,,,,,,,,,
71,2/22/2020,20,4,6,6,AFGB,,,,,,,,,,,,,,,,,,,,,,
131,2/22/2020,17,4,4,0,BFGA,,,,,,,,,,,,,,,,,,,,,,
207,2/22/2020,21,4,4,1,GBCE,,,,,,,,,,,,,,,,,,,,,,
194,2/22/2020,21,4,5,3,,,,,,,,,,,,,,,,,,,,,,,
177,2/22/2020,26,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
228,2/22/2020,21,4,1,3,,,,,,,,,,,,,,,,,,,,,,,
211,2/22/2020,21,4,4,0,BFGA,,,,,,,,,,,,,,,,,,,,,,
284,2/22/2020,19,4,8,9,,,,,,,,,,,,,,,,,,,,,,,
210,2/22/2020,19,4,4,1,FBAG,,,,,,,,,,,,,,,,,,,,,,
178,2/22/2020,27,4,5,7,DAFC,,,,,,,,,,,,,,,,,,,,,,
193,2/22/2020,19,4,7,6,,,,,,,,,,,,,,,,,,,,,,,
181,2/22/2020,21,4,2,0,FHBD,,,,,,,,,,,,,,,,,,,,,,
184,2/22/2020,19,4,1,1,,,,,,,,,,,,,,,,,,,,,,,
202,2/22/2020,23,4,2,0,FGAB,,,,,,,,,,,,,,,,,,,,,,
99,2/22/2020,20,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
182,2/22/2020,21,4,15,23,HD,,,,,,,,,,,,,,,,,,,,,,
232,2/22/2020,20,4,7,10,,,,,,,,,,,,,,,,,,,,,,,
236,2/22/2020,22,4,3,3,BDFH,,,,,,,,,,,,,,,,,,,,,,
190,2/22/2020,19,4,5,1,GBCE,,,,,,,,,,,,,,,,,,,,,,
285,2/22/2020,21,4,4,2,ACDF,,,,,,,,,,,,,,,,,,,,,,
230,2/22/2020,19,4,13,11,HDFB,,,,,,,,,,,,,,,,,,,,,,
286,2/22/2020,20,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
203,2/22/2020,23,4,3,5,AFBG,,,,,,,,,,,,,,,,,,,,,,
172,2/23/2020,20,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
236,2/23/2020,23,4,1,1,DBHF,,,,,,,,,,,,,,,,,,,,,,
182,2/23/2020,21,4,9,10,DFHB,,,,,,,,,,,,,,,,,,,,,,
175,2/23/2020,22,4,7,3,CEBG,,,,,,,,,,,,,,,,,,,,,,
177,2/23/2020,28,4,6,4,DCAF,,,,,,,,,,,,,,,,,,,,,,
224,2/23/2020,21,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
171,2/23/2020,22,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
233,2/23/2020,22,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
225,2/23/2020,20,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
254,2/23/2020,22,4,5,1,HBDF,,,,,,,,,,,,,,,,,,,,,,
170,2/23/2020,22,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
255,2/23/2020,21,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
173,2/23/2020,20,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
231,2/23/2020,20,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
232,2/23/2020,20,4,6,8,BDFH,,,,,,,,,,,,,,,,,,,,,,
228,2/23/2020,21,4,6,4,BFDH,,,,,,,,,,,,,,,,,,,,,,
178,2/23/2020,28,4,6,3,,,,,,,,,,,,,,,,,,,,,,,
261,2/23/2020,22,4,12,11,,,,,,,,,,,,,,,,,,,,,,,
174,2/23/2020,21,4,5,3,GBEC,,,,,,,,,,,,,,,,,,,,,,
230,2/23/2020,19,4,15,15,BHFD,,,,,,,,,,,,,,,,,,,,,,
184,2/23/2020,18,4,1,3,BDHF,,,,,,,,,,,,,,,,,,,,,,
181,2/23/2020,22,4,9,9,,,,,,,,,,,,,,,,,,,,,,,
259,2/23/2020,22,3,11,13,,,,,,,,,,,,,,,,,,,,,,,
260,2/23/2020,22,4,19,19,,,,,,,,,,,,,,,,,,,,,,,
286,2/29/2020,25,4,3,1,,,,,,,,,,,,,,,,,,,,,,,
284,2/29/2020,24,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
285,2/29/2020,24,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
207,2/29/2020,30,4,3,3,,,,,,,,,,,,,,,,,,,,,,,
190,2/29/2020,24,4,6,2,,,,,,,,,,,,,,,,,,,,,,,
232,2/29/2020,22,4,7,11,,,,,,,,,,,,,,,,,,,,,,,
71,2/29/2020,25,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
196,2/29/2020,28,4,15,23,,,,,,,,,,,,,,,,,,,,,,,
202,2/29/2020,30,4,9,10,,,,,,,,,,,,,,,,,,,,,,,
236,2/29/2020,20,4,5,3,,,,,,,,,,,,,,,,,,,,,,,
184,2/29/2020,21,4,8,8,,,,,,,,,,,,,,,,,,,,,,,
230,2/29/2020,21,4,3,2,,,,,,,,,,,,,,,,,,,,,,,
203,2/29/2020,25,4,6,8,,,,,,,,,,,,,,,,,,,,,,,
181,2/29/2020,24,4,4,3,,,,,,,,,,,,,,,,,,,,,,,
182,2/29/2020,23,4,7,10,,,,,,,,,,,,,,,,,,,,,,,
282,2/29/2020,22,4,6,9,,,,,,,,,,,,,,,,,,,,,,,
259,2/29/2020,24,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
99,2/29/2020,24,4,9,9,,,,,,,,,,,,,,,,,,,,,,,
178,2/29/2020,28,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
210,2/29/2020,24,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
177,2/29/2020,29,4,9,11,,,,,,,,,,,,,,,,,,,,,,,
228,2/29/2020,22,4,9,8,,,,,,,,,,,,,,,,,,,,,,,
131,2/29/2020,21,4,3,2,,,,,,,,,,,,,,,,,,,,,,,
211,2/29/2020,24,4,6,2,GABF,,,,,,,,,,,,,,,,,,,,,,
231,3/1/2020,21,4,4,4,,,,,,,,,,,,,,,,,,,,,,,
224,3/1/2020,22,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
236,3/1/2020,25,1,17,20,,,,,,,,,,,,,,,,,,,,,,,
182,3/1/2020,23,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
184,3/1/2020,21,4,8,8,,,,,,,,,,,,,,,,,,,,,,,
171,3/1/2020,23,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
228,3/1/2020,23,4,8,19,,,,,,,,,,,,,,,,,,,,,,,
178,3/1/2020,27,4,3,1,,,,,,,,,,,,,,,,,,,,,,,
259,3/1/2020,24,4,4,4,,,,,,,,,,,,,,,,,,,,,,,
225,3/1/2020,21,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
175,3/1/2020,23,4,10,7,,,,,,,,,,,,,,,,,,,,,,,
177,3/1/2020,28,4,8,10,,,,,,,,,,,,,,,,,,,,,,,
230,3/1/2020,22,4,3,2,,,,,,,,,,,,,,,,,,,,,,,
170,3/1/2020,23,4,6,2,,,,,,,,,,,,,,,,,,,,,,,
233,3/1/2020,22,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
174,3/1/2020,23,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
173,3/1/2020,21,4,7,6,,,,,,,,,,,,,,,,,,,,,,,
254,3/1/2020,25,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
255,3/1/2020,23,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
181,3/1/2020,24,4,5,3,,,,,,,,,,,,,,,,,,,,,,,
260,3/1/2020,25,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
172,3/1/2020,23,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
232,3/1/2020,22,4,3,1,,,,,,,,,,,,,,,,,,,,,,,
224,3/2/2020,27,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
233,3/2/2020,28,4,8,8,,,,,,,,,,,,,,,,,,,,,,,
284,3/2/2020,23,4,4,3,,,,,,,,,,,,,,,,,,,,,,,
231,3/2/2020,22,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
175,3/2/2020,25,4,16,21,,,,,,,,,,,,,,,,,,,,,,,
173,3/2/2020,22,4,10,8,,,,,,,,,,,,,,,,,,,,,,,
171,3/2/2020,29,4,5,3,,,,,,,,,,,,,,,,,,,,,,,
225,3/2/2020,26,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
285,3/2/2020,21,2,8,10,,,,,,,,,,,,,,,,,,,,,,,
170,3/2/2020,29,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
286,3/2/2020,25,1,5,2,,,,,,,,,,,,,,,,,,,,,,,
172,3/2/2020,22,3,19,37,,,,,,,,,,,,,,,,,,,,,,,
282,3/2/2020,23,4,22,32,,,,,,,,,,,,,,,,,,,,,,,
224,3/6/2020,26,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
170,3/6/2020,27,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
233,3/6/2020,27,4,9,9,,,,,,,,,,,,,,,,,,,,,,,
171,3/6/2020,29,4,25,34,"Saw bait but didn't take for a while, wasn't very hungry",,,,,,,,,,,,,,,,,,,,,,
173,3/6/2020,21,3,11,15,,,,,,,,,,,,,,,,,,,,,,,
175,3/6/2020,24,4,4,1,"Poor video acquisition because drive was becoming too full, manually counted the errors, automated tracking was unsuccessful",,,,,,,,,,,,,,,,,,,,,,
231,3/6/2020,21,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
172,3/6/2020,21,4,32,59,"Is finding the baits but not eating them, wasn't hungry enough",,,,,,,,,,,,,,,,,,,,,,
225,3/6/2020,26,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
174,3/6/2020,24,4,6,3,,,,,,,,,,,,,,,,,,,,,,,
203,3/7/2020,27,4,6,6,,,,,,,,,,,,,,,,,,,,,,,
202,3/7/2020,29,4,4,5,,,,,,,,,,,,,,,,,,,,,,,
182,3/7/2020,23,2,4,4,,,,,,,,,,,,,,,,,,,,,,,
259,3/7/2020,24,4,8,8,,,,,,,,,,,,,,,,,,,,,,,
184,3/7/2020,22,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
178,3/7/2020,27,4,6,6,,,,,,,,,,,,,,,,,,,,,,,
99,3/7/2020,25,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
228,3/7/2020,23,4,11,15,,,,,,,,,,,,,,,,,,,,,,,
177,3/7/2020,28,4,7,5,,,,,,,,,,,,,,,,,,,,,,,
230,3/7/2020,23,4,14,15,,,,,,,,,,,,,,,,,,,,,,,
196,3/7/2020,27,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
181,3/7/2020,20,4,15,24,,,,,,,,,,,,,,,,,,,,,,,
236,3/7/2020,24,4,2,1,,,,,,,,,,,,,,,,,,,,,,,
71,3/7/2020,25,4,12,12,,,,,,,,,,,,,,,,,,,,,,,
207,3/7/2020,29,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
211,3/7/2020,26,4,7,6,,,,,,,,,,,,,,,,,,,,,,,
284,3/7/2020,22,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
232,3/7/2020,22,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
282,3/7/2020,21,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
285,3/7/2020,24,4,6,5,,,,,,,,,,,,,,,,,,,,,,,
286,3/7/2020,24,4,6,6,,,,,,,,,,,,,,,,,,,,,,,
190,3/7/2020,28,4,6,7,,,,,,,,,,,,,,,,,,,,,,,
131,3/7/2020,22,4,18,25,,,,,,,,,,,,,,,,,,,,,,,
210,3/7/2020,24,4,3,3,,,,,,,,,,,,,,,,,,,,,,,
171,3/8/2020,28,4,6,5,,,,,,,,,,,,,,,,,,,,,,,
231,3/8/2020,22,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
230,3/8/2020,22,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
173,3/8/2020,21,4,3,2,,,,,,,,,,,,,,,,,,,,,,,
177,3/8/2020,29,3,16,26,,,,,,,,,,,,,,,,,,,,,,,
225,3/8/2020,25,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
178,3/8/2020,28,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
175,3/8/2020,24,4,1,1,,,,,,,,,,,,,,,,,,,,,,,
228,3/8/2020,24,4,9,10,,,,,,,,,,,,,,,,,,,,,,,
170,3/8/2020,27,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
181,3/8/2020,24,3,9,13,,,,,,,,,,,,,,,,,,,,,,,
259,3/8/2020,24,2,10,8,,,,,,,,,,,,,,,,,,,,,,,
261,3/8/2020,28,4,6,3,,,,,,,,,,,,,,,,,,,,,,,
184,3/8/2020,19,4,13,13,,,,,,,,,,,,,,,,,,,,,,,
224,3/8/2020,25,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
182,3/8/2020,24,1,15,22,,,,,,,,,,,,,,,,,,,,,,,
260,3/8/2020,28,4,15,15,,,,,,,,,,,,,,,,,,,,,,,
236,3/8/2020,23,4,15,17,,,,,,,,,,,,,,,,,,,,,,,
255,3/8/2020,28,4,12,18,,,,,,,,,,,,,,,,,,,,,,,
232,3/8/2020,23,4,6,6,,,,,,,,,,,,,,,,,,,,,,,
254,3/8/2020,28,4,1,2,,,,,,,,,,,,,,,,,,,,,,,
233,3/8/2020,27,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
172,3/8/2020,21,4,6,8,,,,,,,,,,,,,,,,,,,,,,,
174,3/8/2020,25,4,6,4,,,,,,,,,,,,,,,,,,,,,,,
71,3/14/2020,26,4,4,3,,,,,,,,,,,,,,,,,,,,,,,
196,3/14/2020,28,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
177,3/14/2020,30,4,10,13,,,,,,,,,,,,,,,,,,,,,,,
190,3/14/2020,29,4,4,5,,,,,,,,,,,,,,,,,,,,,,,
286,3/14/2020,25,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
285,3/14/2020,25,4,10,7,,,,,,,,,,,,,,,,,,,,,,,
207,3/14/2020,30,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
284,3/14/2020,24,4,5,6,,,,,,,,,,,,,,,,,,,,,,,
282,3/14/2020,23,4,3,1,,,,,,,,,,,,,,,,,,,,,,,
211,3/14/2020,26,4,6,9,,,,,,,,,,,,,,,,,,,,,,,
210,3/14/2020,26,4,7,6,,,,,,,,,,,,,,,,,,,,,,,
230,3/14/2020,23,4,2,1,,,,,,,,,,,,,,,,,,,,,,,
131,3/14/2020,22,4,5,3,,,,,,,,,,,,,,,,,,,,,,,
99,3/14/2020,26,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
203,3/14/2020,29,4,8,10,,,,,,,,,,,,,,,,,,,,,,,
202,3/14/2020,30,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
182,3/14/2020,24,4,11,10,,,,,,,,,,,,,,,,,,,,,,,
236,3/14/2020,24,4,10,8,,,,,,,,,,,,,,,,,,,,,,,
184,3/14/2020,21,4,6,5,,,,,,,,,,,,,,,,,,,,,,,
228,3/14/2020,24,4,6,4,,,,,,,,,,,,,,,,,,,,,,,
178,3/14/2020,29,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
181,3/14/2020,25,4,6,6,,,,,,,,,,,,,,,,,,,,,,,
259,3/14/2020,27,1,18,26,,,,,,,,,,,,,,,,,,,,,,,
